"","id","latitude","longitude","date","depth","average_bleaching","clim_sst","temperature_kelvin","temperature_mean","temperature_minimum","temperature_maximum","temperature_kelvin_standard_deviation","windspeed","ssta","ssta_standard_deviation","ssta_mean","ssta_minimum","ssta_maximum","ssta_frequency","ssta_frequency_standard_deviation","ssta_frequency_max","ssta_frequency_mean","ssta_dhw","ssta_dhw_standard_deviation","ssta_dhw_max","ssta_dhw_mean","tsa","tsa_standard_deviation","tsa_minimum","tsa_maximum","tsa_mean","tsa_frequency","tsa_frequency_standard_deviation","tsa_frequency_max","tsa_frequency_mean","tsa_dhw","tsa_dhw_standard_deviation","tsa_dhw_max","tsa_dhw_mean","index","mean_airt_1","mean_atmp","mean_rad_par_1","mean_sw_1"
"118","592","-23.46038889","151.9291944","9/18/2016",7,6.5,297.07,295.5,297.33,292.22,303.13,2.29,4,0.53,0.73,0,-4.042222222,2.85,6,4.12,23,4,0,2.55,14.3,1.39,-4.87,2.29,-8.14,2.75,-3.02,0,1.67,6,1,0,1.36,10.94,0.4,127,17.5,1021.655,1469.5,584.445
"119","593","-23.46038889","151.9291944","10/29/2017",7,1,299.15,297.75,297.33,292.22,303.13,2.29,5,0.94,0.73,0,-4.042222222,2.85,14,4.12,23,4,11.26,2.55,14.3,1.39,-2.62,2.29,-8.14,2.75,-3.02,3,1.67,6,1,0,1.36,10.94,0.4,128,17.5,1021.655,1469.5,584.445
"120","594","-23.45480556","151.9238056","9/18/2016",5,4.25,297.07,295.5,297.33,292.22,303.13,2.29,4,0.53,0.73,0,-4.042222222,2.85,6,4.12,23,4,0,2.55,14.3,1.39,-4.87,2.29,-8.14,2.75,-3.02,0,1.67,6,1,0,1.36,10.94,0.4,129,16.16,1021.5,628,242.41
"121","595","-23.45480556","151.9238056","10/29/2017",5,1.75,299.15,297.75,297.33,292.22,303.13,2.29,5,0.94,0.73,0,-4.042222222,2.85,14,4.12,23,4,11.26,2.55,14.3,1.39,-2.62,2.29,-8.14,2.75,-3.02,3,1.67,6,1,0,1.36,10.94,0.4,130,16.16,1021.5,628,242.41
"122","596","-23.45108333","151.9181667","9/22/2016",6,0.75,297.41,296.04,297.35,292.83,302.86,2.22,6,0.8,0.72,0,-4.33,2.9,5,3.98,19,3,0,2.65,17.68,1.33,-4.23,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,131,16.105,1021.59,671,255.085
"123","597","-23.45108333","151.9181667","11/2/2017",6,10,299.35,297.98,297.35,292.83,302.86,2.22,8,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,9.31,2.65,17.68,1.33,-2.29,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44,132,16.105,1021.59,671,255.085
"124","598","-23.44719444","151.9118889","9/22/2016",6,0.25,297.41,296.04,297.35,292.83,302.86,2.22,6,0.8,0.72,0,-4.33,2.9,5,3.98,19,3,0,2.65,17.68,1.33,-4.23,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,133,16.06,1021.635,689.75,263.75
"125","599","-23.44719444","151.9118889","11/2/2017",6,1.25,299.35,297.98,297.35,292.83,302.86,2.22,8,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,9.31,2.65,17.68,1.33,-2.29,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44,134,16.06,1021.635,689.75,263.75
"126","600","-23.44469444","151.9183889","9/19/2016",2,5,297.05,295.37,297.35,292.83,302.86,2.22,4,0.38,0.72,0,-4.33,2.9,5,3.98,19,3,0,2.65,17.68,1.33,-4.9,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,135,16.12,1021.565,656.4,252.075
"127","601","-23.44469444","151.9183889","10/31/2017",2,30,299.08,297.61,297.35,292.83,302.86,2.22,5,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,11.11,2.65,17.68,1.33,-2.66,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44,136,16.12,1021.565,656.4,252.075
"128","602","-23.44380556","151.9133056","9/18/2016",1,2.75,297.05,295.37,297.35,292.83,302.86,2.22,4,0.38,0.72,0,-4.33,2.9,5,3.98,19,3,0,2.65,17.68,1.33,-4.9,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,137,16.075,1021.63,685.25,256.085
"129","603","-23.44380556","151.9133056","10/29/2017",2,6.5,299.08,297.61,297.35,292.83,302.86,2.22,5,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,11.11,2.65,17.68,1.33,-2.66,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44,138,16.075,1021.63,685.25,256.085
"130","604","-23.44311111","151.9093889","9/21/2016",2,5,297.41,296.04,297.35,292.83,302.86,2.22,6,0.8,0.72,0,-4.33,2.9,5,3.98,19,3,0,2.65,17.68,1.33,-4.23,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,139,16.04,1021.65,710.45,254.35
"131","605","-23.44311111","151.9093889","10/30/2017",2,15,299.08,297.61,297.35,292.83,302.86,2.22,5,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,11.11,2.65,17.68,1.33,-2.66,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44,140,16.04,1021.65,710.45,254.35
"132","606","-23.4425","151.9201111","9/21/2016",2,5,297.41,296.04,297.35,292.83,302.86,2.22,6,0.8,0.72,0,-4.33,2.9,5,3.98,19,3,0,2.65,17.68,1.33,-4.23,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,141,16.16,1021.51,628.65,243.46
"133","607","-23.4425","151.9201111","11/1/2017",2,25,299.35,297.98,297.35,292.83,302.86,2.22,8,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,9.31,2.65,17.68,1.33,-2.29,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44,142,16.16,1021.51,628.65,243.46
"134","609","-23.44161111","151.9048056","9/20/2016",5,5.25,297.05,295.37,297.35,292.83,302.86,2.22,4,0.38,0.72,0,-4.33,2.9,5,3.98,19,3,0,2.65,17.68,1.33,-4.9,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,143,16.015,1021.665,728.75,248.49
"135","610","-23.44161111","151.9048056","11/3/2017",6,1,299.35,297.98,297.35,292.83,302.86,2.22,8,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,9.31,2.65,17.68,1.33,-2.29,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44,144,16.015,1021.665,728.75,248.49
"136","611","-23.44111111","151.9105","9/20/2016",1,15.25,297.05,295.37,297.35,292.83,302.86,2.22,4,0.38,0.72,0,-4.33,2.9,5,3.98,19,3,0,2.65,17.68,1.33,-4.9,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,145,16.06,1021.635,689.75,263.75
"137","612","-23.44111111","151.9105","11/2/2017",2,17.5,299.35,297.98,297.35,292.83,302.86,2.22,8,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,9.31,2.65,17.68,1.33,-2.29,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44,146,16.06,1021.635,689.75,263.75
"138","613","-23.44005556","151.9173056","9/22/2016",15,0.25,297.41,296.04,297.35,292.83,302.86,2.22,6,0.8,0.72,0,-4.33,2.9,5,3.98,19,3,0,2.65,17.68,1.33,-4.23,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,147,16.14,1021.54,638.8,248.86
"139","614","-23.44005556","151.9173056","11/4/2017",2,10,299.35,297.98,297.35,292.83,302.86,2.22,8,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,9.31,2.65,17.68,1.33,-2.29,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44,148,16.14,1021.54,638.8,248.86
"140","615","-23.43877778","151.9138889","9/20/2016",1,10,297.05,295.37,297.35,292.83,302.86,2.22,4,0.38,0.72,0,-4.33,2.9,5,3.98,19,3,0,2.65,17.68,1.33,-4.9,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,149,16.105,1021.59,671,255.085
"141","616","-23.43877778","151.9138889","11/1/2017",2,12.5,299.35,297.98,297.35,292.83,302.86,2.22,8,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,9.31,2.65,17.68,1.33,-2.29,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44,150,16.105,1021.59,671,255.085
"142","619","-23.43488889","151.911","10/31/2017",6,1,299.08,297.61,297.35,292.83,302.86,2.22,5,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,11.11,2.65,17.68,1.33,-2.66,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44,151,16.095,1021.61,679.25,257.68
"143","620","-23.43455556","151.9223611","11/3/2017",4,2,299.35,297.98,297.35,292.83,302.86,2.22,8,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,9.31,2.65,17.68,1.33,-2.29,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44,152,16.22,1021.375,575.45,209.47
"144","621","-23.43430556","151.9333889","9/19/2016",7,2,297.05,295.37,297.35,292.83,302.86,2.22,4,0.38,0.72,0,-4.33,2.9,5,3.98,19,3,0,2.65,17.68,1.33,-4.9,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,153,16.34,1021.24,512.4,175.805
"145","622","-23.43430556","151.9333889","10/30/2017",7,4.25,299.08,297.61,297.35,292.83,302.86,2.22,5,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,11.11,2.65,17.68,1.33,-2.66,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44,154,16.34,1021.24,512.4,175.805
"146","623","-23.434","151.9176944","9/20/2016",6,1,297.05,295.37,297.35,292.83,302.86,2.22,4,0.38,0.72,0,-4.33,2.9,5,3.98,19,3,0,2.65,17.68,1.33,-4.9,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,155,16.165,1021.485,620.5,239.78
"147","624","-23.434","151.9176944","10/31/2017",6,1,299.08,297.61,297.35,292.83,302.86,2.22,5,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,11.11,2.65,17.68,1.33,-2.66,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44,156,16.165,1021.485,620.5,239.78
"148","625","-23.43366667","151.9249444","9/19/2016",6,4,297.05,295.37,297.35,292.83,302.86,2.22,4,0.38,0.72,0,-4.33,2.9,5,3.98,19,3,0,2.65,17.68,1.33,-4.9,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,157,16.27,1021.31,545.05,199.83
"149","626","-23.43366667","151.9249444","10/30/2017",6,3.5,299.08,297.61,297.35,292.83,302.86,2.22,5,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,11.11,2.65,17.68,1.33,-2.66,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44,158,16.27,1021.31,545.05,199.83
"150","3841","-28.10916667","153.4758333","10/1/2007",9,0.25,295.29,294.22,296.13,291.35,301.5,2.2,5,0.34,0.75,0,-2.424,2.48,4,3.89,20,4,0,2.27,15.87,1.38,-4.85,2.2,-7.71,2.42,-2.93,0,1.41,7,0,0,1.12,10.89,0.32,159,21.55265,1012.063775,1367.784005,639.924
"151","3842","-28.10916667","153.4758333","8/3/2008",9,0,293.34,293.2,296.13,291.35,301.5,2.2,5,-0.12,0.75,0,-2.424,2.48,1,3.89,20,4,0,2.27,15.87,1.38,-5.87,2.2,-7.71,2.42,-2.93,0,1.41,7,0,0,1.12,10.89,0.32,160,21.55265,1012.063775,1367.784005,639.924
"152","3843","-28.10916667","153.4758333","9/20/2009",9,0,294.96,293.9,296.13,291.35,301.5,2.2,6,0.31,0.75,0,-2.424,2.48,2,3.89,20,4,0,2.27,15.87,1.38,-5.17,2.2,-7.71,2.42,-2.93,1,1.41,7,0,0,1.12,10.89,0.32,161,21.55265,1012.063775,1367.784005,639.924
"153","3844","-28.10916667","153.4758333","12/22/2009",10,0,298.84,297.57,296.13,291.35,301.5,2.2,5,-0.01,0.75,0,-2.424,2.48,4,3.89,20,4,3.66,2.27,15.87,1.38,-1.5,2.2,-7.71,2.42,-2.93,1,1.41,7,0,0,1.12,10.89,0.32,162,21.55265,1012.063775,1367.784005,639.924
"154","3845","-28.10916667","153.4758333","10/12/2011",9,1,296.33,294.39,296.13,291.35,301.5,2.2,7,-0.08,0.75,0,-2.424,2.48,5,3.89,20,4,0,2.27,15.87,1.38,-4.68,2.2,-7.71,2.42,-2.93,3,1.41,7,0,0,1.12,10.89,0.32,163,21.55265,1012.063775,1367.784005,639.924
"155","3846","-28.10916667","153.4758333","11/22/2013",9.5,0.25,298.26,296.54,296.13,291.35,301.5,2.2,6,0.2,0.75,0,-2.424,2.48,7,3.89,20,4,3.57,2.27,15.87,1.38,-2.53,2.2,-7.71,2.42,-2.93,0,1.41,7,0,0,1.12,10.89,0.32,164,21.55265,1012.063775,1367.784005,639.924
"156","3847","-28.10916667","153.4758333","11/22/2015",10,3,298.26,296.43,296.13,291.35,301.5,2.2,8,0.19,0.75,0,-2.424,2.48,11,3.89,20,4,6.28,2.27,15.87,1.38,-2.64,2.2,-7.71,2.42,-2.93,1,1.41,7,0,0,1.12,10.89,0.32,165,21.55265,1012.063775,1367.784005,639.924
"157","3848","-28.10916667","153.4758333","11/22/2015",10,1,298.26,296.43,296.13,291.35,301.5,2.2,8,0.19,0.75,0,-2.424,2.48,11,3.89,20,4,6.28,2.27,15.87,1.38,-2.64,2.2,-7.71,2.42,-2.93,1,1.41,7,0,0,1.12,10.89,0.32,166,21.55265,1012.063775,1367.784005,639.924
"158","3849","-27.98669444","153.4333889","10/12/2011",5,0,296.17,294.91,296.02,290.98,301.63,2.17,7,0.47,0.74,0,-3.286666667,2.72,7,4.33,21,4,0,2.35,14.48,1.37,-4.04,2.17,-7.98,2.66,-2.93,5,1.26,5,0,0,0.91,6.82,0.21,167,21.1129,1011.843535,1508.318995,715.2725
"159","3850","-27.93972222","153.4208333","10/14/2007",6,0,295.97,294.69,296.01,291.39,301.63,2.18,7,-1.35,2.18,0,-3.851666667,5.54,19,3.63,27,19,0,12.31,44.35,10.61,-1.42,2.18,-4.71,5.51,-0.09,18,3.44,24,18,0,12.02,43.76,10.09,168,20.99835,1011.76269,1466.039,693.7705
"160","3851","-27.93972222","153.4208333","8/17/2008",6,0,296.09,292.59,296.01,291.39,301.63,2.18,6,-3.5,2.18,0,-3.851666667,5.54,18,3.63,27,19,0,12.31,44.35,10.61,-3.52,2.18,-4.71,5.51,-0.09,17,3.44,24,18,0,12.02,43.76,10.09,169,20.99835,1011.76269,1466.039,693.7705
"161","3852","-27.93972222","153.4208333","7/26/2009",4,0,296.11,293.14,296.01,291.39,301.63,2.18,5,-2.89,2.18,0,-3.851666667,5.54,22,3.63,27,19,2.54,12.31,44.35,10.61,-2.97,2.18,-4.71,5.51,-0.09,22,3.44,24,18,2.19,12.02,43.76,10.09,170,20.99835,1011.76269,1466.039,693.7705
"162","3853","-27.93972222","153.4208333","8/29/2010",3,0,296.06,293.26,296.01,291.39,301.63,2.18,5,-2.84,2.18,0,-3.851666667,5.54,24,3.63,27,19,0,12.31,44.35,10.61,-2.85,2.18,-4.71,5.51,-0.09,23,3.44,24,18,0,12.02,43.76,10.09,171,20.99835,1011.76269,1466.039,693.7705
"163","3854","-27.93972222","153.4208333","11/4/2012",3,0,295.97,296.11,296.01,291.39,301.63,2.18,7,0.12,2.18,0,-3.851666667,5.54,22,3.63,27,19,0,12.31,44.35,10.61,0,2.18,-4.71,5.51,-0.09,20,3.44,24,18,0,12.02,43.76,10.09,172,20.99835,1011.76269,1466.039,693.7705
"164","3855","-27.93972222","153.4208333","11/3/2013",2,0,295.97,295.41,296.01,291.39,301.63,2.18,7,-0.58,2.18,0,-3.851666667,5.54,22,3.63,27,19,0,12.31,44.35,10.61,-0.7,2.18,-4.71,5.51,-0.09,22,3.44,24,18,0,12.02,43.76,10.09,173,20.99835,1011.76269,1466.039,693.7705
"165","3856","-27.93972222","153.4208333","12/19/2015",2,0,296.08,297.86,296.01,291.39,301.63,2.18,7,1.88,2.18,0,-3.851666667,5.54,23,3.63,27,19,5.51,12.31,44.35,10.61,1.75,2.18,-4.71,5.51,-0.09,23,3.44,24,18,5.08,12.02,43.76,10.09,174,20.99835,1011.76269,1466.039,693.7705
"166","3857","-27.93972222","153.4208333","12/20/2015",3,0,296.08,297.86,296.01,291.39,301.63,2.18,7,1.88,2.18,0,-3.851666667,5.54,23,3.63,27,19,5.51,12.31,44.35,10.61,1.75,2.18,-4.71,5.51,-0.09,23,3.44,24,18,5.08,12.02,43.76,10.09,175,20.99835,1011.76269,1466.039,693.7705
"167","3858","-27.93688889","153.4256111","12/20/2015",4,0,296.08,297.86,296.01,291.39,301.63,2.18,7,1.88,2.18,0,-3.851666667,5.54,23,3.63,27,19,5.51,12.31,44.35,10.61,1.75,2.18,-4.71,5.51,-0.09,23,3.44,24,18,5.08,12.02,43.76,10.09,176,20.98765,1011.739305,1429.184995,673.6885
"168","3859","-27.90666667","153.4211111","1/15/2012",2,0,296.07,298.24,296.02,291.39,301.59,2.17,7,2.21,2.17,0,-3.755,5.52,23,3.38,27,19,11.4,12.3,44.66,10.56,2.16,2.17,-4.67,5.51,-0.04,22,3.16,25,18,10.98,12.19,44.45,10.35,177,20.97915,1011.51974,1153.912005,532.403
"169","3860","-27.82","153.4330556","10/2/2007",8,0,295.97,293.39,296.01,291.45,301.79,2.17,5,-2.65,2.17,0,-3.186666667,5.72,19,3.5,27,19,0,12.22,43.64,10.6,-2.69,2.17,-4.63,5.71,-0.06,17,3.22,25,18,0,12.01,43.3,10.17,178,19.93345,1016.77123,461.561495,225.746
"170","3861","-27.56888889","153.3519444","11/16/2010",2,10,298.59,296.63,295.98,290.85,304.01,2.67,6,-0.29,1.09,0,-3.393333333,4.61,6,7.21,30,8,0,5.86,36.68,3.57,-2.76,2.67,-8.53,4.61,-3.39,0,2.58,10,2,0,2.51,17.89,0.86,179,21.55675,1011.5511,1087.486505,557.229
"171","3862","-27.52916667","153.3855556","11/24/2009",2,1.25,299.23,296.92,296.1,290.84,304.48,2.77,8,-0.55,1.06,0,-3.098333333,4.77,7,6.84,32,7,3.22,6.2,43.1,3.34,-2.8,2.77,-8.88,4.75,-3.61,1,2.45,9,1,0,2.27,16.09,0.76,180,18.46,1019.53754,13.71,3.95
"172","3863","-27.52916667","153.3855556","11/16/2010",2,2,298.94,295.8,296.1,290.84,304.48,2.77,6,-1.21,1.06,0,-3.098333333,4.77,4,6.84,32,7,0,6.2,43.1,3.34,-3.92,2.77,-8.88,4.75,-3.61,0,2.45,9,1,0,2.27,16.09,0.76,181,18.46,1019.53754,13.71,3.95
"173","3864","-27.51769444","153.3846111","2/2/2012",2,4.5,298.65,300.22,296.1,290.84,304.48,2.77,4,0.5,1.06,0,-3.098333333,4.77,26,6.84,32,7,0,6.2,43.1,3.34,0.5,2.77,-8.88,4.75,-3.61,1,2.45,9,1,0,2.27,16.09,0.76,182,18.52,1019.48172,8.34,1.79
